SCENE_ID,PRODUCT_ID,SPACECRAFT_ID,SENSOR_ID,DATE_ACQUIRED,COLLECTION_NUMBER,COLLECTION_CATEGORY,SENSING_TIME,DATA_TYPE,WRS_PATH,WRS_ROW,CLOUD_COVER,NORTH_LAT,SOUTH_LAT,WEST_LON,EAST_LON,TOTAL_SIZE,BASE_URL
LE70150542009284ASN00,LE07_L1TP_015054_20091011_20161217_01_T1,LANDSAT_7,ETM,2009-10-11,01,T1,2009-10-11T15:44:53.2273217Z,L1TP,15,54,44.0,9.62283,7.72973,-85.45122,-83.27499,199703889,gs://gcp-public-data-landsat/LE07/01/015/054/LE07_L1TP_015054_20091011_20161217_01_T1
LC80140542018134LGN00,LC08_L1TP_014054_20180514_20180604_01_T1,LANDSAT_8,OLI_TIRS,2018-05-14,01,T1,2018-05-14T15:47:39.3792720Z,L1TP,14,54,80.32,9.73126,7.61433,-83.867,-81.7824,1043517458,gs://gcp-public-data-landsat/LC08/01/014/054/LC08_L1TP_014054_20180514_20180604_01_T1
LE70160522014001EDC00,,LANDSAT_7,ETM,2014-01-01,PRE,N/A,2014-01-01T15:56:38.2681643Z,L1T,16,52,37.0,12.5179,10.62866,-86.39018,-84.1838,216898667,gs://gcp-public-data-landsat/LE07/PRE/016/052/LE70160522014001EDC00
LC80160522016159LGN01,LC08_L1TP_016052_20160607_20170223_01_T2,LANDSAT_8,OLI_TIRS,2016-06-07,01,T2,2016-06-07T15:59:52.9573430Z,L1TP,16,52,73.52,12.61536,10.50973,-86.31091,-84.21861,1130358013,gs://gcp-public-data-landsat/LC08/01/016/052/LC08_L1TP_016052_20160607_20170223_01_T2
LT50160532000035AAA02,LT05_L1TP_016053_20000204_20161215_01_T1,LANDSAT_5,TM,2000-02-04,01,T1,2000-02-04T15:34:48.9330810Z,L1TP,16,53,63.0,11.11311,9.21146,-86.73145,-84.607,125843237,gs://gcp-public-data-landsat/LT05/01/016/053/LT05_L1TP_016053_20000204_20161215_01_T1
LT50140541997092XXX02,LT05_L1TP_014054_19970402_20161231_01_T1,LANDSAT_5,TM,1997-04-02,01,T1,1997-04-02T15:15:29.8340310Z,L1TP,14,54,15.0,9.63099,7.71467,-83.85796,-81.72818,145913472,gs://gcp-public-data-landsat/LT05/01/014/054/LT05_L1TP_014054_19970402_20161231_01_T1
LE70150532020027EDC00,LE07_L1TP_015053_20200127_20200222_01_T1,LANDSAT_7,ETM,2020-01-27,01,T1,2020-01-27T15:33:58.9942617Z,L1TP,15,53,62.0,11.07235,9.18331,-85.16966,-82.9537,243654909,gs://gcp-public-data-landsat/LE07/01/015/053/LE07_L1TP_015053_20200127_20200222_01_T1
LE70160522019223EDC00,LE07_L1GT_016052_20190811_20190811_01_RT,LANDSAT_7,ETM,2019-08-11,01,RT,2019-08-11T15:47:33.6076763Z,L1GT,16,52,98.0,12.52065,10.62324,-86.40939,-84.18377,134157016,gs://gcp-public-data-landsat/LE07/01/016/052/LE07_L1GT_016052_20190811_20190811_01_RT
LE70150542014010EDC00,,LANDSAT_7,ETM,2014-01-10,PRE,N/A,2014-01-10T15:51:16.2651339Z,L1T,15,54,17.0,9.631,7.73778,-85.45663,-83.26672,177069384,gs://gcp-public-data-landsat/LE07/PRE/015/054/LE70150542014010EDC00
LE70140542017315EDC00,LE07_L1TP_014054_20171111_20171111_01_RT,LANDSAT_7,ETM,2017-11-11,01,RT,2017-11-11T15:51:14.4778957Z,L1TP,14,54,61.0,9.63087,7.72729,-83.99449,-81.78533,209133137,gs://gcp-public-data-landsat/LE07/01/014/054/LE07_L1TP_014054_20171111_20171111_01_RT
LE70150542016176EDC00,LE07_L1TP_015054_20160624_20161208_01_T1,LANDSAT_7,ETM,2016-06-24,01,T1,2016-06-24T15:57:22.7271368Z,L1TP,15,54,44.0,9.62286,7.73502,-85.45664,-83.26135,214675107,gs://gcp-public-data-landsat/LE07/01/015/054/LE07_L1TP_015054_20160624_20161208_01_T1
LE70160532017137EDC00,LE07_L1TP_016053_20170517_20170613_01_T1,LANDSAT_7,ETM,2017-05-17,01,T1,2017-05-17T16:03:05.4583361Z,L1TP,16,53,65.0,11.07239,9.17544,-86.70143,-84.49207,189400888,gs://gcp-public-data-landsat/LE07/01/016/053/LE07_L1TP_016053_20170517_20170613_01_T1
LE70140542020020EDC00,LE07_L1TP_014054_20200120_20200120_01_RT,LANDSAT_7,ETM,2020-01-20,01,RT,2020-01-20T15:28:32.9416803Z,L1TP,14,54,63.0,9.63644,7.7304,-83.93719,-81.72005,203458900,gs://gcp-public-data-landsat/LE07/01/014/054/LE07_L1TP_014054_20200120_20200120_01_RT
LE70140532019113EDC00,LE07_L1GT_014053_20190423_20190521_01_T2,LANDSAT_7,ETM,2019-04-23,01,T2,2019-04-23T15:39:48.2191317Z,L1GT,14,53,65.0,11.07768,9.17728,-83.63237,-81.41144,193090525,gs://gcp-public-data-landsat/LE07/01/014/053/LE07_L1GT_014053_20190423_20190521_01_T2
LT50140541987257XXX02,,LANDSAT_5,TM,1987-09-14,PRE,N/A,1987-09-14T15:15:28.0720630Z,L1G,14,54,70.0,9.62014,7.72553,-83.85513,-81.7282,138910502,gs://gcp-public-data-landsat/LT05/PRE/014/054/LT50140541987257XXX02
LT50140531987177XXX02,LT05_L1TP_014053_19870626_20170212_01_T2,LANDSAT_5,TM,1987-06-26,01,T2,1987-06-26T15:13:02.8510440Z,L1TP,14,53,86.0,11.05054,9.15885,-83.55531,-81.41688,82805666,gs://gcp-public-data-landsat/LT05/01/014/053/LT05_L1TP_014053_19870626_20170212_01_T2
LC80160522017193LGN00,LC08_L1TP_016052_20170712_20170712_01_RT,LANDSAT_8,OLI_TIRS,2017-07-12,01,RT,2017-07-12T16:00:00.2648860Z,L1TP,16,52,82.27,12.61532,10.50964,-86.2972,-84.20757,1085488476,gs://gcp-public-data-landsat/LC08/01/016/052/LC08_L1TP_016052_20170712_20170712_01_RT
LE70140532019145EDC00,LE07_L1TP_014053_20190525_20190525_01_RT,LANDSAT_7,ETM,2019-05-25,01,RT,2019-05-25T15:38:34.7516815Z,L1TP,14,53,61.0,11.08041,9.18005,-83.62416,-81.40052,191411037,gs://gcp-public-data-landsat/LE07/01/014/053/LE07_L1TP_014053_20190525_20190525_01_RT
LC80150532019160LGN00,LC08_L1TP_015053_20190609_20190619_01_T1,LANDSAT_8,OLI_TIRS,2019-06-09,01,T1,2019-06-09T15:54:12.3840780Z,L1TP,15,53,44.69,11.17219,9.06481,-85.09114,-83.00714,1052995258,gs://gcp-public-data-landsat/LC08/01/015/053/LC08_L1TP_015053_20190609_20190619_01_T1
LE70140542011011ASN00,LE07_L1TP_014054_20110111_20161211_01_T1,LANDSAT_7,ETM,2011-01-11,01,T1,2011-01-11T15:41:54.0316805Z,L1TP,14,54,58.0,9.63372,7.72515,-83.91259,-81.72004,226974491,gs://gcp-public-data-landsat/LE07/01/014/054/LE07_L1TP_014054_20110111_20161211_01_T1
LE70150542008058EDC00,LE07_L1TP_015054_20080227_20161230_01_T1,LANDSAT_7,ETM,2008-02-27,01,T1,2008-02-27T15:45:01.7583438Z,L1TP,15,54,33.0,9.62018,7.73804,-85.46479,-83.29685,187876656,gs://gcp-public-data-landsat/LE07/01/015/054/LE07_L1TP_015054_20080227_20161230_01_T1
LE70150542003364EDC01,LE07_L1TP_015054_20031230_20170122_01_T1,LANDSAT_7,ETM,2003-12-30,01,T1,2003-12-30T15:43:43.0852075Z,L1TP,15,54,24.0,9.63372,7.72478,-85.4594,-83.32944,184575208,gs://gcp-public-data-landsat/LE07/01/015/054/LE07_L1TP_015054_20031230_20170122_01_T1
LE70160532012268ASN00,,LANDSAT_7,ETM,2012-09-24,PRE,N/A,2012-09-24T15:56:08.0981816Z,L1T,16,53,44.0,11.07236,9.1781,-86.67685,-84.48384,173938387,gs://gcp-public-data-landsat/LE07/PRE/016/053/LE70160532012268ASN00
LE70160522014081EDC00,LE07_L1TP_016052_20140322_20161117_01_T2,LANDSAT_7,ETM,2014-03-22,01,T2,2014-03-22T15:57:06.8077938Z,L1TP,16,52,35.0,12.51516,10.6258,-86.37921,-84.16729,233896502,gs://gcp-public-data-landsat/LE07/01/016/052/LE07_L1TP_016052_20140322_20161117_01_T2
LE70150542005305EDC00,LE07_L1GT_015054_20051101_20170112_01_T2,LANDSAT_7,ETM,2005-11-01,01,T2,2005-11-01T15:44:10.1072857Z,L1GT,15,54,67.0,9.63373,7.72746,-85.46211,-83.32671,180154320,gs://gcp-public-data-landsat/LE07/01/015/054/LE07_L1GT_015054_20051101_20170112_01_T2
LT50150541987184XXX02,LT05_L1GS_015054_19870703_20170212_01_T2,LANDSAT_5,TM,1987-07-03,01,T2,1987-07-03T15:19:45.7450380Z,L1GS,15,54,77.0,9.60896,7.72692,-85.38324,-83.26423,104067733,gs://gcp-public-data-landsat/LT05/01/015/054/LT05_L1GS_015054_19870703_20170212_01_T2
LT50140531999322CPE01,LT05_L1GS_014053_19991118_20161216_01_T2,LANDSAT_5,TM,1999-11-18,01,T2,1999-11-18T15:23:48.8650310Z,L1GS,14,53,61.0,11.05869,9.14259,-83.55538,-81.41413,136576377,gs://gcp-public-data-landsat/LT05/01/014/053/LT05_L1GS_014053_19991118_20161216_01_T2
LE70160532012028ASN00,LE07_L1TP_016053_20120128_20161203_01_T1,LANDSAT_7,ETM,2012-01-28,01,T1,2012-01-28T15:54:37.2504088Z,L1TP,16,53,3.0,11.06966,9.17819,-86.68778,-84.49758,186331697,gs://gcp-public-data-landsat/LE07/01/016/053/LE07_L1TP_016053_20120128_20161203_01_T1
LE70140542000189EDC00,,LANDSAT_7,ETM,2000-07-07,PRE,N/A,2000-07-07T15:40:11.9914231Z,L1T,14,54,42.0,9.62817,7.72236,-83.92347,-81.77988,236989866,gs://gcp-public-data-landsat/LE07/PRE/014/054/LE70140542000189EDC00
LC80150542016040LGN01,LC08_L1TP_015054_20160209_20170224_01_T1,LANDSAT_8,OLI_TIRS,2016-02-09,01,T1,2016-02-09T15:54:48.5078930Z,L1TP,15,54,3.99,9.7256,7.61902,-85.38637,-83.31207,826225363,gs://gcp-public-data-landsat/LC08/01/015/054/LC08_L1TP_015054_20160209_20170224_01_T1
LE70160522006075EDC00,LE07_L1TP_016052_20060316_20170110_01_T1,LANDSAT_7,ETM,2006-03-16,01,T1,2006-03-16T15:50:17.8412784Z,L1TP,16,52,42.0,12.52871,10.61279,-86.3765,-84.22781,217580915,gs://gcp-public-data-landsat/LE07/01/016/052/LE07_L1TP_016052_20060316_20170110_01_T1
LE70150532001166EDC00,LE07_L1TP_015053_20010615_20170204_01_T1,LANDSAT_7,ETM,2001-06-15,01,T1,2001-06-15T15:43:59.1454802Z,L1TP,15,53,12.0,11.07766,9.17586,-85.1506,-83.01391,279241701,gs://gcp-public-data-landsat/LE07/01/015/053/LE07_L1TP_015053_20010615_20170204_01_T1
LC80140542017195LGN00,LC08_L1GT_014054_20170714_20170726_01_T2,LANDSAT_8,OLI_TIRS,2017-07-14,01,T2,2017-07-14T15:48:27.0992340Z,L1GT,14,54,97.57,9.73132,7.61451,-83.83968,-81.75521,950201857,gs://gcp-public-data-landsat/LC08/01/014/054/LC08_L1GT_014054_20170714_20170726_01_T2
LE70150532013055EDC00,LE07_L1TP_015053_20130224_20161125_01_T1,LANDSAT_7,ETM,2013-02-24,01,T1,2013-02-24T15:50:33.8985203Z,L1TP,15,53,55.0,11.07217,9.17778,-85.13967,-82.94275,206462094,gs://gcp-public-data-landsat/LE07/01/015/053/LE07_L1TP_015053_20130224_20161125_01_T1
LC80140532017163LGN00,LC08_L1TP_014053_20170612_20170612_01_RT,LANDSAT_8,OLI_TIRS,2017-06-12,01,RT,2017-06-12T15:47:55.5249630Z,L1TP,14,53,95.49,11.17528,9.05859,-83.5509,-81.45771,908913533,gs://gcp-public-data-landsat/LC08/01/014/053/LC08_L1TP_014053_20170612_20170612_01_RT
LC80150542017218LGN00,LC08_L1TP_015054_20170806_20170806_01_RT,LANDSAT_8,OLI_TIRS,2017-08-06,01,RT,2017-08-06T15:54:48.9192480Z,L1TP,15,54,56.16,9.7256,7.61902,-85.38637,-83.31207,1031313165,gs://gcp-public-data-landsat/LC08/01/015/054/LC08_L1TP_015054_20170806_20170806_01_RT
LM50150541986261AAA03,,LANDSAT_5,MSS,1986-09-18,PRE,N/A,1986-09-18T15:15:15.6860000Z,L1G,15,54,0.0,9.61122,7.77332,-85.40373,-83.30622,22312566,gs://gcp-public-data-landsat/LM05/PRE/015/054/LM50150541986261AAA03
LE70160532013254ASN00,LE07_L1GT_016053_20130911_20161121_01_T2,LANDSAT_7,ETM,2013-09-11,01,T2,2013-09-11T15:56:12.4888278Z,L1GT,16,53,95.0,11.06694,9.18081,-86.67958,-84.48388,143174040,gs://gcp-public-data-landsat/LE07/01/016/053/LE07_L1GT_016053_20130911_20161121_01_T2
LT50140541992063XXX02,LT05_L1TP_014054_19920303_20170123_01_T1,LANDSAT_5,TM,1992-03-03,01,T1,1992-03-03T15:12:46.7150380Z,L1TP,14,54,27.0,9.6444,7.74128,-83.9318,-81.79896,140158142,gs://gcp-public-data-landsat/LT05/01/014/054/LT05_L1TP_014054_19920303_20170123_01_T1
LC80150542017026LGN01,LC08_L1TP_015054_20170126_20170218_01_T1,LANDSAT_8,OLI_TIRS,2017-01-26,01,T1,2017-01-26T15:54:54.1274360Z,L1TP,15,54,3.21,9.72561,7.61904,-85.38908,-83.3148,726301523,gs://gcp-public-data-landsat/LC08/01/015/054/LC08_L1TP_015054_20170126_20170218_01_T1
LT50150541987216XXX02,LT05_L1GS_015054_19870804_20170211_01_T2,LANDSAT_5,TM,1987-08-04,01,T2,1987-08-04T15:20:32.1100690Z,L1GS,15,54,73.0,9.61155,7.72949,-85.35875,-83.24783,126114121,gs://gcp-public-data-landsat/LT05/01/015/054/LT05_L1GS_015054_19870804_20170211_01_T2
LC80140542019297LGN00,LC08_L1TP_014054_20191024_20191024_01_RT,LANDSAT_8,OLI_TIRS,2019-10-24,01,RT,2019-10-24T15:49:01.8954620Z,L1TP,14,54,57.39,9.73128,7.6144,-83.85607,-81.77152,1045381199,gs://gcp-public-data-landsat/LC08/01/014/054/LC08_L1TP_014054_20191024_20191024_01_RT
LC80150542017090LGN00,,LANDSAT_8,OLI_TIRS,2017-03-31,PRE,N/A,2017-03-31T15:54:23.6430900Z,L1T,15,54,2.65,9.72831,7.61631,-85.38638,-83.31204,892663223,gs://gcp-public-data-landsat/LC08/PRE/015/054/LC80150542017090LGN00
LM50150541985194AAA03,LM05_L1GS_015054_19850713_20180406_01_T2,LANDSAT_5,MSS,1985-07-13,01,T2,1985-07-13T15:24:45.3410000Z,L1GS,15,54,38.0,9.6129,7.7745,-85.41406,-83.31657,22191836,gs://gcp-public-data-landsat/LM05/01/015/054/LM05_L1GS_015054_19850713_20180406_01_T2
LC80150532015069LGN01,LC08_L1TP_015053_20150310_20170228_01_T1,LANDSAT_8,OLI_TIRS,2015-03-10,01,T1,2015-03-10T15:54:03.4773560Z,L1TP,15,53,51.08,11.17212,9.06469,-85.08023,-82.99617,1053549474,gs://gcp-public-data-landsat/LC08/01/015/053/LC08_L1TP_015053_20150310_20170228_01_T1
LE70150542001150EDC00,LE07_L1TP_015054_20010530_20170205_01_T1,LANDSAT_7,ETM,2001-05-30,01,T1,2001-05-30T15:44:34.3524863Z,L1TP,15,54,72.0,9.63376,7.73566,-85.46752,-83.3349,164701459,gs://gcp-public-data-landsat/LE07/01/015/054/LE07_L1TP_015054_20010530_20170205_01_T1
LE70150542000276EDC00,,LANDSAT_7,ETM,2000-10-02,PRE,N/A,2000-10-02T15:45:14.7975664Z,L1GT,15,54,91.0,9.62833,7.73297,-85.46753,-83.33769,204208781,gs://gcp-public-data-landsat/LE07/PRE/015/054/LE70150542000276EDC00
LE70150542005129EDC00,LE07_L1TP_015054_20050509_20170114_01_T1,LANDSAT_7,ETM,2005-05-09,01,T1,2005-05-09T15:44:25.7250815Z,L1TP,15,54,76.0,9.63095,7.72461,-85.4458,-83.31037,148148217,gs://gcp-public-data-landsat/LE07/01/015/054/LE07_L1TP_015054_20050509_20170114_01_T1
LE70150542013119EDC00,LE07_L1TP_015054_20130429_20161124_01_T1,LANDSAT_7,ETM,2013-04-29,01,T1,2013-04-29T15:50:43.6589200Z,L1TP,15,54,77.0,9.62556,7.7378,-85.45391,-83.26951,180745477,gs://gcp-public-data-landsat/LE07/01/015/054/LE07_L1TP_015054_20130429_20161124_01_T1
LC80160532015364LGN01,LC08_L1TP_016053_20151230_20170224_01_T1,LANDSAT_8,OLI_TIRS,2015-12-30,01,T1,2015-12-30T16:00:42.6612230Z,L1TP,16,53,9.83,11.16997,9.06465,-86.62236,-84.54339,815759605,gs://gcp-public-data-landsat/LC08/01/016/053/LC08_L1TP_016053_20151230_20170224_01_T1
LE70160522015100EDC00,LE07_L1TP_016052_20150410_20161027_01_T1,LANDSAT_7,ETM,2015-04-10,01,T1,2015-04-10T15:59:23.0688638Z,L1TP,16,52,32.0,12.51244,10.62307,-86.37647,-84.16456,229662167,gs://gcp-public-data-landsat/LE07/01/016/052/LE07_L1TP_016052_20150410_20161027_01_T1
LC80140532018278LGN00,LC08_L1GT_014053_20181005_20181005_01_RT,LANDSAT_8,OLI_TIRS,2018-10-05,01,RT,2018-10-05T15:48:00.5697330Z,L1GT,14,53,36.78,11.17529,9.05862,-83.54541,-81.45225,975429380,gs://gcp-public-data-landsat/LC08/01/014/053/LC08_L1GT_014053_20181005_20181005_01_RT
LE70140532015326EDC00,LE07_L1GT_014053_20151122_20161017_01_T2,LANDSAT_7,ETM,2015-11-22,01,T2,2015-11-22T15:49:03.4759823Z,L1GT,14,53,80.0,11.07499,9.17471,-83.61314,-81.39778,122317300,gs://gcp-public-data-landsat/LE07/01/014/053/LE07_L1GT_014053_20151122_20161017_01_T2
LT50160531996216XXX00,LT05_L1TP_016053_19960803_20170103_01_T1,LANDSAT_5,TM,1996-08-03,01,T1,1996-08-03T15:16:00.9890880Z,L1TP,16,53,72.0,11.05329,9.15097,-86.60588,-84.48126,97650419,gs://gcp-public-data-landsat/LT05/01/016/053/LT05_L1TP_016053_19960803_20170103_01_T1
LM50150531986085AAA03,,LANDSAT_5,MSS,1986-03-26,PRE,N/A,1986-03-26T15:20:16.4600000Z,L1T,15,53,0.0,11.06167,9.22174,-85.10941,-83.00206,17330248,gs://gcp-public-data-landsat/LM05/PRE/015/053/LM50150531986085AAA03
LT50140532011051CHM00,LT05_L1TP_014053_20110220_20161010_01_T1,LANDSAT_5,TM,2011-02-20,01,T1,2011-02-20T15:38:12.6180060Z,L1TP,14,53,44.0,11.05596,9.1585,-83.60474,-81.42234,141323333,gs://gcp-public-data-landsat/LT05/01/014/053/LT05_L1TP_014053_20110220_20161010_01_T1
LM50140531986094AAA03,LM05_L1TP_014053_19860404_20180331_01_T2,LANDSAT_5,MSS,1986-04-04,01,T2,1986-04-04T15:13:54.2610000Z,L1TP,14,53,7.0,11.07163,9.21777,-83.58073,-81.46392,18479277,gs://gcp-public-data-landsat/LM05/01/014/053/LM05_L1TP_014053_19860404_20180331_01_T2
LT50150541991179XXX02,LT05_L1GS_015054_19910628_20170126_01_T2,LANDSAT_5,TM,1991-06-28,01,T2,1991-06-28T15:17:54.6120690Z,L1GS,15,54,91.0,9.62299,7.73323,-85.48656,-83.36776,103220935,gs://gcp-public-data-landsat/LT05/01/015/054/LT05_L1GS_015054_19910628_20170126_01_T2
LE70160522009099ASN00,LE07_L1TP_016052_20090409_20161220_01_T1,LANDSAT_7,ETM,2009-04-09,01,T1,2009-04-09T15:50:30.8974923Z,L1TP,16,52,35.0,12.51794,10.62353,-86.40939,-84.2169,237097808,gs://gcp-public-data-landsat/LE07/01/016/052/LE07_L1TP_016052_20090409_20161220_01_T1
LC80140542017243LGN00,LC08_L1TP_014054_20170831_20170831_01_RT,LANDSAT_8,OLI_TIRS,2017-08-31,01,RT,2017-08-31T15:48:44.3018850Z,L1TP,14,54,87.02,9.7313,7.61444,-83.85061,-81.76608,1004988638,gs://gcp-public-data-landsat/LC08/01/014/054/LC08_L1TP_014054_20170831_20170831_01_RT
LE70140542018334EDC00,LE07_L1TP_014054_20181130_20181226_01_T1,LANDSAT_7,ETM,2018-11-30,01,T1,2018-11-30T15:44:45.3113857Z,L1TP,14,54,68.0,9.63641,7.72763,-83.94539,-81.73092,196493098,gs://gcp-public-data-landsat/LE07/01/014/054/LE07_L1TP_014054_20181130_20181226_01_T1
LE70140542004264EDC02,LE07_L1TP_014054_20040920_20170118_01_T1,LANDSAT_7,ETM,2004-09-20,01,T1,2004-09-20T15:37:15.1552828Z,L1TP,14,54,60.0,9.63631,7.72232,-83.929,-81.77988,181716826,gs://gcp-public-data-landsat/LE07/01/014/054/LE07_L1TP_014054_20040920_20170118_01_T1
LT50140541987145XXX02,LT05_L1TP_014054_19870525_20170212_01_T1,LANDSAT_5,TM,1987-05-25,01,T1,1987-05-25T15:12:42.9590690Z,L1TP,14,54,64.0,9.62547,7.73064,-83.9016,-81.77173,139905858,gs://gcp-public-data-landsat/LT05/01/014/054/LT05_L1TP_014054_19870525_20170212_01_T1
LE70140542013032EDC00,,LANDSAT_7,ETM,2013-02-01,PRE,N/A,2013-02-01T15:44:50.8746433Z,L1T,14,54,46.0,9.63098,7.73044,-83.93169,-81.73637,201893505,gs://gcp-public-data-landsat/LE07/PRE/014/054/LE70140542013032EDC00
LE70150532000228EDC00,LE07_L1TP_015053_20000815_20170210_01_T1,LANDSAT_7,ETM,2000-08-15,01,T1,2000-08-15T15:45:29.7666727Z,L1TP,15,53,77.0,11.07223,9.1758,-85.1506,-83.0085,141747485,gs://gcp-public-data-landsat/LE07/01/015/053/LE07_L1TP_015053_20000815_20170210_01_T1
LE70140532018302EDC00,LE07_L1GT_014053_20181029_20181126_01_T2,LANDSAT_7,ETM,2018-10-29,01,T2,2018-10-29T15:45:07.2827256Z,L1GT,14,53,92.0,11.07769,9.17734,-83.62414,-81.40325,108310433,gs://gcp-public-data-landsat/LE07/01/014/053/LE07_L1GT_014053_20181029_20181126_01_T2
LM50150541985194AAA03,,LANDSAT_5,MSS,1985-07-13,PRE,N/A,1985-07-13T15:24:45.3410000Z,L1G,15,54,0.0,9.6129,7.7745,-85.41406,-83.31657,21290536,gs://gcp-public-data-landsat/LM05/PRE/015/054/LM50150541985194AAA03
LM50140541987145AAA03,LM05_L1TP_014054_19870525_20180328_01_T2,LANDSAT_5,MSS,1987-05-25,01,T2,1987-05-25T15:12:42.9260000Z,L1TP,14,54,30.0,9.63691,7.78349,-83.86128,-81.75278,27332188,gs://gcp-public-data-landsat/LM05/01/014/054/LM05_L1TP_014054_19870525_20180328_01_T2
LE70160532016279EDC00,,LANDSAT_7,ETM,2016-10-05,PRE,N/A,2016-10-05T16:03:21.2425993Z,L1T,16,53,53.0,11.0724,9.17556,-86.71509,-84.50853,191955008,gs://gcp-public-data-landsat/LE07/PRE/016/053/LE70160532016279EDC00
LM50150531986021AAA03,LM05_L1TP_015053_19860121_20180330_01_T2,LANDSAT_5,MSS,1986-01-21,01,T2,1986-01-21T15:21:39.9560000Z,L1TP,15,53,12.0,11.05557,9.21609,-85.08815,-82.98023,26391634,gs://gcp-public-data-landsat/LM05/01/015/053/LM05_L1TP_015053_19860121_20180330_01_T2
LE70160532013126EDC00,LE07_L1TP_016053_20130506_20161125_01_T1,LANDSAT_7,ETM,2013-05-06,01,T1,2013-05-06T15:56:29.2429096Z,L1TP,16,53,15.0,11.07509,9.18088,-86.68778,-84.49479,210874359,gs://gcp-public-data-landsat/LE07/01/016/053/LE07_L1TP_016053_20130506_20161125_01_T1
LC80150532019304LGN00,LC08_L1TP_015053_20191031_20191114_01_T1,LANDSAT_8,OLI_TIRS,2019-10-31,01,T1,2019-10-31T15:54:48.4354479Z,L1TP,15,53,56.27,11.17212,9.06469,-85.08023,-82.99617,1117300221,gs://gcp-public-data-landsat/LC08/01/015/053/LC08_L1TP_015053_20191031_20191114_01_T1
LC80160532017017LGN01,LC08_L1TP_016053_20170117_20170218_01_T1,LANDSAT_8,OLI_TIRS,2017-01-17,01,T1,2017-01-17T16:00:44.5537930Z,L1TP,16,53,13.96,11.16998,9.06468,-86.62782,-84.54888,844832885,gs://gcp-public-data-landsat/LC08/01/016/053/LC08_L1TP_016053_20170117_20170218_01_T1
LE70160532009259EDC00,LE07_L1TP_016053_20090916_20161217_01_T1,LANDSAT_7,ETM,2009-09-16,01,T1,2009-09-16T15:50:45.0611763Z,L1TP,16,53,38.0,11.06968,9.17838,-86.70689,-84.52502,197474383,gs://gcp-public-data-landsat/LE07/01/016/053/LE07_L1TP_016053_20090916_20161217_01_T1
LT50140531999066CPE04,LT05_L1GS_014053_19990307_20161220_01_T2,LANDSAT_5,TM,1999-03-07,01,T2,1999-03-07T15:27:21.7510560Z,L1GS,14,53,26.0,11.07755,9.161,-83.63511,-81.49607,135116310,gs://gcp-public-data-landsat/LT05/01/014/053/LT05_L1GS_014053_19990307_20161220_01_T2
LE70140532019017EDC00,LE07_L1TP_014053_20190117_20190212_01_T1,LANDSAT_7,ETM,2019-01-17,01,T1,2019-01-17T15:42:56.6230522Z,L1TP,14,53,17.0,11.08313,9.17465,-83.62144,-81.39505,189420770,gs://gcp-public-data-landsat/LE07/01/014/053/LE07_L1TP_014053_20190117_20190212_01_T1
LM50160521987159AAA03,,LANDSAT_5,MSS,1987-06-08,PRE,N/A,1987-06-08T15:24:37.0330000Z,L1G,16,52,0.0,12.49331,10.65374,-86.31826,-84.20061,25372070,gs://gcp-public-data-landsat/LM05/PRE/016/052/LM50160521987159AAA03
LT50140542000101AAA02,LT05_L1TP_014054_20000410_20161214_01_T1,LANDSAT_5,TM,2000-04-10,01,T1,2000-04-10T15:23:01.1850000Z,L1TP,14,54,45.0,9.61478,7.69591,-83.82505,-81.6955,130798751,gs://gcp-public-data-landsat/LT05/01/014/054/LT05_L1TP_014054_20000410_20161214_01_T1
LT50150532000300AAA01,LT05_L1GS_015053_20001026_20161213_01_T2,LANDSAT_5,TM,2000-10-26,01,T2,2000-10-26T15:33:10.2510190Z,L1GS,15,53,82.0,11.0694,9.15946,-85.13158,-83.00032,129012983,gs://gcp-public-data-landsat/LT05/01/015/053/LT05_L1GS_015053_20001026_20161213_01_T2
LE70160522017137EDC00,LE07_L1TP_016052_20170517_20170518_01_RT,LANDSAT_7,ETM,2017-05-17,01,RT,2017-05-17T16:02:41.5503393Z,L1TP,16,52,57.0,12.51519,10.62319,-86.39293,-84.17832,219281762,gs://gcp-public-data-landsat/LE07/01/016/052/LE07_L1TP_016052_20170517_20170518_01_RT
LE70150542019344EDC00,LE07_L1TP_015054_20191210_20191210_01_RT,LANDSAT_7,ETM,2019-12-10,01,RT,2019-12-10T15:36:48.7629293Z,L1TP,15,54,20.0,9.62568,7.73787,-85.4811,-83.27769,200728475,gs://gcp-public-data-landsat/LE07/01/015/054/LE07_L1TP_015054_20191210_20191210_01_RT
LE70150532019296EDC00,LE07_L1TP_015053_20191023_20191023_01_RT,LANDSAT_7,ETM,2019-10-23,01,RT,2019-10-23T15:38:39.6505832Z,L1TP,15,53,69.0,11.07237,9.18337,-85.17239,-82.95918,205696924,gs://gcp-public-data-landsat/LE07/01/015/053/LE07_L1TP_015053_20191023_20191023_01_RT
LT50150531991355AAA02,LT05_L1TP_015053_19911221_20170124_01_T1,LANDSAT_5,TM,1991-12-21,01,T1,1991-12-21T15:18:44.7620630Z,L1TP,15,53,39.0,11.07505,9.1816,-85.16695,-83.04408,145618991,gs://gcp-public-data-landsat/LT05/01/015/053/LT05_L1TP_015053_19911221_20170124_01_T1
